t,L_IMU_angle,R_IMU_angle,L_IMU_vel,R_IMU_vel,L_encoder,R_encoder,L_encoder_vel,R_encoder_vel,L_Cmd,R_Cmd,L_tau,R_tau
0.00001 ,-0.00000, -0.000 , 0.031  , -0.212 , 0.000  , 0.000  , -0.031 , 0.212  , -0.000 , 0.000  , -0.033 , 0.000  
0.01316 ,0.07324 , -0.000 , -0.052 , -0.158 , -0.073 , 0.000  , 0.052  , 0.158  , 0.000  , 0.001  , -0.045 , -0.006 
0.02462 ,0.08788 , -0.000 , -0.034 , -0.180 , -0.088 , 0.000  , 0.034  , 0.180  , 0.000  , 0.002  , -0.053 , 0.000  
0.03762 ,0.07324 , 0.015  , -0.052 , -0.179 , -0.073 , -0.015 , 0.052  , 0.179  , 0.000  , 0.002  , -0.064 , 0.002  
0.05022 ,0.07324 , -0.000 , -0.026 , -0.192 , -0.073 , 0.000  , 0.026  , 0.192  , 0.000  , 0.002  , -0.070 , 0.008  
0.06324 ,0.07324 , -0.000 , -0.065 , -0.175 , -0.073 , 0.000  , 0.065  , 0.175  , 0.001  , 0.003  , -0.069 , -0.000 
0.07723 ,0.07324 , 0.015  , -0.072 , -0.180 , -0.073 , -0.015 , 0.072  , 0.180  , 0.001  , 0.003  , -0.074 , 0.001  
0.09056 ,0.08788 , -0.000 , -0.053 , -0.218 , -0.088 , 0.000  , 0.053  , 0.218  , 0.001  , 0.003  , -0.081 , 0.007  
0.10362 ,0.07324 , -0.000 , -0.058 , -0.249 , -0.073 , 0.000  , 0.058  , 0.249  , 0.001  , 0.004  , -0.075 , 0.001  
0.11636 ,0.08788 , -0.000 , -0.053 , -0.248 , -0.088 , 0.000  , 0.053  , 0.248  , 0.001  , 0.004  , -0.073 , 0.001  
0.12997 ,0.08788 , -0.000 , -0.062 , -0.268 , -0.088 , 0.000  , 0.062  , 0.268  , 0.001  , 0.004  , -0.073 , 0.003  
0.14116 ,0.08788 , 0.015  , -0.065 , -0.252 , -0.088 , -0.015 , 0.065  , 0.252  , 0.001  , 0.004  , -0.071 , 0.001  
