L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,L_Ref_Ang,R_Ref_Ang,L_Ref_Vel,R_Ref_Vel,Peak,Time
1.046463721675451,-0.16754406042574033,-0.08545052262149966,0.8178835736629253,0.0010385059592663418,-0.009531878901226244,0.010110963761806488,0.005250309789180755,-0.006237888151369475,0.05970550087739354,0.020770119185326837,2.384185791015625e-06
1.0519569695582618,-0.1950102998397938,0.012207217517357094,0.5981536583504976,0.0017995297363007808,-0.024581732700852597,0.024273107761013508,0.016039064048292636,-0.010640233157854543,0.15403680598153602,0.035990594726015616,0.004357337951660156
1.0354772259098297,-0.21149004348822587,0.06103608758678547,0.3784237430380699,0.0007034636873634376,-0.03215718667667159,0.029936633828042337,0.027799474930952042,-0.0036482322003204264,0.20167740360247122,0.035990594726015616,0.013428688049316406
0.9915312428473442,-0.1950102998397938,0.06103608758678547,0.2319371328297848,-0.0008159826250338145,-0.034179779465935825,0.03233268812872619,0.03602337142349956,0.005908208609679495,0.21452420594768637,0.035990594726015616,0.023489713668823242
0.9750514991989121,-0.1895170519569831,0.06103608758678547,0.06103608758678547,-0.002110757691508625,-0.03203435499654372,0.03382535944873144,0.03731036486721418,0.014037869558147191,0.20114747785007858,0.035990594726015616,0.03362250328063965
0.9750514991989121,-0.1950102998397938,0.012207217517357094,-0.13427939269092803,-0.002633646818637965,-0.025753085306954988,0.035176182404323714,0.03702054889022556,0.01733969717659537,0.16188229689072434,0.035990594726015616,0.043634653091430664
0.9475852597848586,-0.1950102998397938,0.012207217517357094,-0.32959487296864154,-0.0024999491701722205,-0.01567230445751316,0.035009199295841696,0.03950360881749809,0.01649991229597242,0.09893949307989472,0.035990594726015616,0.05379652976989746
0.9475852597848586,-0.21698329137103656,0.012207217517357094,-0.5981536583504976,-0.0023717680722364367,-0.0015506117825292067,0.03473408241307103,0.04326928396678418,0.015691902511804506,0.010773055739977146,0.035990594726015616,0.06350588798522949
0.9475852597848586,-0.21698329137103656,0.012207217517357094,-0.8422980086976395,-0.002244504382548746,0.016502071136304794,0.035492940016084204,0.044858619802871286,0.014915475891331768,-0.10201647910683316,0.3300414227260959,0.07392764091491699
0.9475852597848586,-0.21698329137103656,-0.012207217517357094,-1.0620279240100672,-0.0018392575218042137,0.03724149092415778,0.035707261142928264,0.04430266793725207,0.012388041039849543,-0.23165175157755485,0.7448298184831557,0.08329248428344727
