L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,L_Ref_Ang,R_Ref_Ang,L_Ref_Vel,R_Ref_Vel,Peak,Time
-2.1121538109407254,-2.2549782558938034,0.10986495765621385,0.012207217517357094,-0.00031081264760810895,-3.0260110225631985e-05,0.009993028748035431,0.0053849649250507356,0.00802014190890361,0.0008911268787670678,0,3.5762786865234375e-06
-2.123140306706347,-2.2549782558938034,0.10986495765621385,0.012207217517357094,-0.0008899451688824403,-8.514771391953283e-05,0.023901880785672666,0.01639084715470195,0.022846176241702824,0.0025384640268558693,0,0.014850139617919922
-2.123140306706347,-2.265964751659425,0.10986495765621385,0.03662165255207128,-0.0013856447657696765,-0.0002002666535071992,0.029692762071014137,0.028283222109798473,0.03538343819601727,0.0057137468904249426,0,0.022698163986206055
-2.134126802471968,-2.2714579995422355,0.10986495765621385,0.012207217517357094,-0.0018031483110831255,-0.00029911658998075917,0.032727877761640295,0.03665662507131889,0.04589690472111914,0.008394330376301952,0,0.03194546699523926
-2.134126802471968,-2.265964751659425,0.10986495765621385,0.03662165255207128,-0.002150186056770561,-0.00038799506657266874,0.03477488339913894,0.037510850008125124,0.054624023504242496,0.010637647914519845,0,0.042655229568481445
-2.134126802471968,-2.265964751659425,0.10986495765621385,0.03662165255207128,-0.0024347278072307213,-0.0005353852847773116,0.03636913387467183,0.035711199939329426,0.06177742352763482,0.014277412117916026,0,0.05212759971618652
-2.139620050354779,-2.265964751659425,0.08545052262149966,0.03662165255207128,-0.0025942581546426024,-0.0006554076320004137,0.036346361384521374,0.036896726295113084,0.06576511290067809,0.017307608957388167,0,0.06319379806518555
-2.1451132982375896,-2.265964751659425,0.06103608758678547,0.012207217517357094,-0.0025736169495971127,-0.0006802169445280511,0.036174360729780426,0.040513234319211014,0.06524478275817233,0.018018254471181553,0,0.07347989082336426
-2.1451132982375896,-2.2494850080109927,0.06103608758678547,-0.012207217517357094,-0.0024692801046630073,-0.0005562920783547126,0.03709064416715637,0.04217227723939617,0.06265926872075409,0.014961608889852717,0,0.08365416526794434
-2.1506065461204003,-2.2494850080109927,0.012207217517357094,-0.06103608758678547,-0.002224365274014113,-0.00023595514341601432,0.037308633520397254,0.04091996767771222,0.05654184768836274,0.006921877777343163,0,0.09663724899291992
