t,L_IMU_angle,R_IMU_angle,L_IMU_vel,R_IMU_vel,L_encoder,R_encoder,L_encoder_vel,R_encoder_vel,L_Cmd,R_Cmd,L_tau,R_tau
0.43444 ,-2.39231, -0.222 , 1.599  , -0.110 , 4.307  , 1.802  , 7.787  , 1.774  , -0.023 , 0.003  , -0.019 , -0.008 
0.44939 ,-2.59556, -0.222 , 1.038  , -0.256 , 4.395  , 1.802  , 7.366  , 1.508  , -0.026 , 0.006  , -0.019 , -0.010 
0.46439 ,-2.72190, -0.222 , 0.037  , -0.427 , 4.453  , 1.787  , 6.876  , 1.295  , -0.026 , 0.009  , -0.003 , -0.012 
0.48026 ,-2.72190, -0.222 , -0.793 , -0.574 , 4.453  , 1.802  , 6.086  , 1.144  , -0.022 , 0.013  , 0.003  , -0.008 
0.49532 ,-2.83177, -0.211 , -1.379 , -0.452 , 4.468  , 1.787  , 5.143  , 1.001  , -0.016 , 0.015  , 0.013  , -0.007 
0.50942 ,-2.83177, -0.211 , -1.135 , -0.330 , 4.453  , 1.802  , 4.334  , 0.885  , -0.009 , 0.017  , 0.018  , -0.007 
0.52438 ,-2.83177, -0.244 , -0.378 , -0.305 , 4.468  , 1.802  , 3.708  , 0.722  , -0.006 , 0.018  , 0.027  , -0.011 
0.54035 ,-2.82628, -0.244 , 0.452  , -0.208 , 4.453  , 1.787  , 3.110  , 0.620  , -0.006 , 0.019  , 0.026  , -0.008 
0.55535 ,-2.84276, -0.277 , 0.867  , 0.012  , 4.453  , 1.787  , 2.657  , 0.555  , -0.009 , 0.019  , 0.024  , -0.006 
0.57295 ,-2.89220, -0.299 , 0.916  , 0.159  , 4.453  , 1.787  , 2.225  , 0.448  , -0.012 , 0.018  , 0.027  , -0.007 
0.58522 ,-2.92515, -0.327 , 1.160  , 0.281  , 4.468  , 1.802  , 1.953  , 0.416  , -0.015 , 0.016  , 0.029  , -0.012 
0.60016 ,-2.92515, -0.327 , 1.599  , 0.305  , 4.468  , 1.787  , 1.672  , 0.373  , -0.019 , 0.015  , 0.026  , -0.011 
0.61520 ,-2.92515, -0.398 , 2.161  , 0.012  , 4.468  , 1.787  , 1.458  , 0.328  , -0.024 , 0.014  , 0.029  , -0.009 
0.63031 ,-2.98558, -0.398 , 2.332  , -0.159 , 4.468  , 1.787  , 1.281  , 0.299  , -0.029 , 0.014  , 0.028  , -0.011 
0.64526 ,-2.98558, -0.453 , 2.185  , -0.256 , 4.453  , 1.802  , 1.096  , 0.255  , -0.034 , 0.014  , 0.023  , -0.015 
0.66026 ,-3.00755, -0.481 , 1.770  , -0.403 , 4.468  , 1.787  , 1.008  , 0.214  , -0.037 , 0.015  , 0.031  , -0.016 
0.67516 ,-3.01854, -0.541 , 1.501  , -0.476 , 4.468  , 1.802  , 0.843  , 0.198  , -0.038 , 0.016  , 0.027  , -0.012 
0.69014 ,-2.98558, -0.541 , 1.648  , -0.598 , 4.468  , 1.802  , 0.727  , 0.226  , -0.038 , 0.017  , 0.030  , -0.011 
0.70434 ,-2.95811, -0.569 , 2.063  , -0.671 , 4.468  , 1.802  , 0.602  , 0.189  , -0.039 , 0.018  , 0.027  , -0.009 
0.71932 ,-2.92515, -0.569 , 2.527  , -0.647 , 4.468  , 1.787  , 0.513  , 0.155  , -0.041 , 0.019  , 0.029  , -0.013 
0.73534 ,-2.84825, -0.607 , 2.918  , -0.623 , 4.453  , 1.802  , 0.412  , 0.185  , -0.045 , 0.020  , 0.025  , -0.013 
0.75027 ,-2.82078, -0.629 , 3.040  , -0.549 , 4.453  , 1.802  , 0.379  , 0.189  , -0.049 , 0.020  , 0.031  , -0.013 
0.76532 ,-2.80430, -0.640 , 2.918  , -0.378 , 4.453  , 1.802  , 0.313  , 0.180  , -0.052 , 0.020  , 0.033  , -0.011 
0.77933 ,-2.80430, -0.640 , 2.747  , -0.183 , 4.468  , 1.802  , 0.254  , 0.128  , -0.053 , 0.019  , 0.029  , -0.009 
0.79534 ,-2.90318, -0.634 , 2.112  , -0.012 , 4.468  , 1.787  , 0.207  , 0.103  , -0.053 , 0.017  , 0.030  , -0.012 
0.81031 ,-3.01305, -0.640 , 1.428  , -0.012 , 4.453  , 1.787  , 0.178  , 0.144  , -0.050 , 0.015  , 0.032  , -0.015 
0.82433 ,-3.01305, -0.689 , 0.793  , -0.354 , 4.468  , 1.787  , 0.188  , 0.133  , -0.044 , 0.014  , 0.028  , -0.021 
0.83938 ,-3.01305, -0.689 , 0.159  , -0.818 , 4.468  , 1.787  , 0.133  , 0.125  , -0.037 , 0.015  , 0.030  , -0.019 
0.85432 ,-3.26024, -0.799 , -0.427 , -1.306 , 4.453  , 1.802  , 0.061  , 0.078  , -0.028 , 0.017  , 0.029  , -0.013 
0.87031 ,-3.38109, -0.843 , -0.964 , -1.917 , 4.468  , 1.802  , 0.043  , 0.110  , -0.018 , 0.021  , 0.024  , -0.010 
0.88433 ,-3.44152, -0.981 , -1.624 , -2.356 , 4.453  , 1.802  , 0.011  , 0.089  , -0.007 , 0.026  , 0.027  , -0.017 
0.89937 ,-3.56237, -0.981 , -2.429 , -2.722 , 4.453  , 1.802  , -0.016 , 0.101  , 0.005  , 0.032  , 0.025  , -0.014 
0.91439 ,-3.56237, -1.063 , -2.893 , -2.991 , 4.453  , 1.787  , -0.067 , 0.125  , 0.018  , 0.038  , 0.022  , -0.011 
0.92933 ,-3.62829, -1.063 , -3.333 , -2.918 , 4.424  , 1.787  , -0.371 , 0.089  , 0.031  , 0.044  , 0.026  , -0.014 
0.94532 ,-3.61181, -1.063 , -3.503 , -2.820 , 4.409  , 1.802  , -0.429 , 0.070  , 0.042  , 0.048  , 0.032  , -0.011 
0.96033 ,-3.55688, -1.118 , -3.503 , -2.210 , 4.424  , 1.802  , -0.409 , 0.049  , 0.053  , 0.050  , 0.033  , -0.008 
0.97437 ,-3.51293, -1.151 , -3.381 , -1.599 , 4.424  , 1.787  , -0.370 , 0.014  , 0.061  , 0.048  , 0.030  , -0.011 
0.98932 ,-3.41405, -1.162 , -3.064 , -1.038 , 4.409  , 1.787  , -0.358 , -0.008 , 0.066  , 0.045  , 0.024  , -0.010 
1.00536 ,-3.41405, -1.195 , -2.600 , -0.574 , 4.409  , 1.787  , -0.324 , -0.009 , 0.069  , 0.040  , 0.020  , -0.011 
1.02035 ,-3.32616, -1.195 , -2.185 , -0.696 , 4.409  , 1.787  , -0.290 , -0.040 , 0.070  , 0.035  , 0.023  , -0.012 
1.03432 ,-3.27123, -1.195 , -1.648 , -0.818 , 4.395  , 1.787  , -0.301 , -0.081 , 0.068  , 0.030  , 0.023  , -0.014 
1.05029 ,-3.27123, -1.233 , -1.184 , -1.184 , 4.395  , 1.787  , -0.354 , -0.078 , 0.064  , 0.027  , 0.027  , -0.015 
1.06520 ,-3.27123, -1.233 , -0.916 , -1.453 , 4.395  , 1.787  , -0.389 , -0.069 , 0.059  , 0.026  , 0.032  , -0.012 
1.08027 ,-3.36461, -1.233 , -0.842 , -1.697 , 4.395  , 1.787  , -0.343 , -0.045 , 0.054  , 0.026  , 0.033  , -0.017 
1.09444 ,-3.36461, -1.222 , -1.233 , -1.990 , 4.395  , 1.802  , -0.295 , -0.062 , 0.050  , 0.026  , 0.036  , -0.017 
1.11030 ,-3.43603, -1.195 , -1.526 , -2.112 , 4.395  , 1.802  , -0.266 , -0.007 , 0.047  , 0.028  , 0.037  , -0.023 
1.12441 ,-3.43603, -1.129 , -1.746 , -1.868 , 4.380  , 1.787  , -0.290 , -0.033 , 0.046  , 0.028  , 0.041  , -0.021 
1.13936 ,-3.43053, -1.079 , -1.868 , -1.428 , 4.292  , 1.787  , -0.856 , -0.038 , 0.045  , 0.027  , 0.024  , -0.017 
1.15444 ,-3.43053, -1.052 , -1.648 , -0.671 , 4.204  , 1.787  , -1.592 , -0.060 , 0.044  , 0.024  , -0.001 , -0.014 
1.16936 ,-3.35363, -1.052 , -1.306 , 0.110  , 4.160  , 1.787  , -1.919 , -0.078 , 0.042  , 0.018  , -0.011 , -0.014 
1.18439 ,-3.35363, -1.041 , -0.769 , 0.452  , 4.087  , 1.787  , -2.257 , -0.086 , 0.038  , 0.011  , -0.007 , -0.013 
1.20033 ,-3.30968, -1.041 , -0.256 , 0.598  , 4.058  , 1.787  , -2.453 , -0.086 , 0.032  , 0.004  , 0.003  , -0.013 
1.21443 ,-3.30968, -1.030 , 0.110  , 0.623  , 4.058  , 1.802  , -2.103 , -0.092 , 0.026  , -0.003 , 0.003  , -0.012 
1.22933 ,-3.25475, -1.024 , 0.452  , 0.525  , 4.058  , 1.802  , -1.760 , -0.084 , 0.018  , -0.008 , 0.006  , -0.012 
1.24438 ,-3.25475, -1.019 , 0.012  , 0.842  , 4.058  , 1.787  , -1.501 , -0.074 , 0.012  , -0.013 , 0.016  , -0.016 
1.26032 ,-3.28222, -1.019 , -0.061 , 1.111  , 4.058  , 1.787  , -1.274 , -0.059 , 0.008  , -0.019 , 0.018  , -0.015 
1.27432 ,-3.31518, -0.986 , 0.085  , 1.257  , 4.058  , 1.787  , -1.115 , -0.049 , 0.004  , -0.024 , 0.012  , -0.012 
1.28938 ,-3.31518, -0.981 , -0.183 , 1.379  , 4.058  , 1.787  , -0.973 , -0.087 , 0.001  , -0.029 , 0.013  , -0.011 
1.30445 ,-3.31518, -0.975 , 0.085  , 1.282  , 4.072  , 1.802  , -0.828 , -0.069 , -0.001 , -0.033 , 0.010  , -0.012 
1.31946 ,-3.34813, -0.975 , -0.012 , 1.233  , 4.072  , 1.787  , -0.720 , -0.055 , -0.004 , -0.036 , 0.012  , -0.014 
1.33432 ,-3.35363, -1.068 , -0.183 , 0.867  , 4.072  , 1.787  , -0.633 , -0.031 , -0.005 , -0.037 , 0.015  , -0.017 
1.34937 ,-3.35363, -1.068 , -0.183 , 0.525  , 4.072  , 1.787  , -0.552 , -0.031 , -0.006 , -0.037 , 0.017  , -0.018 
1.36449 ,-3.35363, -1.068 , -0.183 , 0.159  , 4.058  , 1.802  , -0.530 , 0.001  , -0.007 , -0.035 , 0.019  , -0.018 
1.37935 ,-3.36461, -1.068 , -0.183 , -0.232 , 4.058  , 1.787  , -0.489 , 0.003  , -0.008 , -0.032 , 0.021  , -0.018 
1.39535 ,-3.40307, -1.129 , -0.281 , -0.208 , 4.058  , 1.787  , -0.442 , -0.008 , -0.008 , -0.029 , 0.024  , -0.014 
1.40936 ,-3.40307, -1.129 , -0.427 , -0.134 , 4.058  , 1.787  , -0.368 , 0.013  , -0.008 , -0.026 , 0.024  , -0.012 
1.42459 ,-3.40307, -1.085 , -0.598 , 0.037  , 4.058  , 1.787  , -0.321 , 0.031  , -0.007 , -0.023 , 0.022  , -0.011 
1.43946 ,-3.42504, -1.085 , -0.720 , 0.256  , 4.072  , 1.802  , -0.269 , 0.085  , -0.006 , -0.022 , 0.020  , -0.011 
1.45536 ,-3.42504, -1.035 , -0.769 , 0.403  , 4.058  , 1.802  , -0.264 , 0.084  , -0.004 , -0.021 , 0.020  , -0.012 
1.46934 ,-3.42504, -1.035 , -0.769 , 0.378  , 4.058  , 1.787  , -0.248 , 0.094  , -0.003 , -0.021 , 0.021  , -0.012 
1.48451 ,-3.37560, -1.035 , -0.818 , 0.232  , 4.058  , 1.802  , -0.228 , 0.068  , -0.002 , -0.020 , 0.024  , -0.014 
1.49934 ,-3.37560, -1.057 , -0.818 , -0.061 , 4.058  , 1.787  , -0.229 , 0.118  , -0.001 , -0.019 , 0.024  , -0.010 
1.51441 ,-3.34813, -1.063 , -0.745 , -0.476 , 4.058  , 1.802  , -0.186 , 0.114  , 0.000  , -0.016 , 0.022  , -0.013 
1.52941 ,-3.34813, -1.052 , -0.525 , -0.720 , 4.058  , 1.802  , -0.170 , 0.151  , 0.001  , -0.012 , 0.017  , -0.012 
1.54458 ,-3.32616, -1.024 , -0.330 , -0.867 , 4.043  , 1.802  , -0.222 , 0.137  , -0.000 , -0.008 , 0.015  , -0.015 
1.55936 ,-3.32616, -0.964 , -0.134 , -0.696 , 4.028  , 1.802  , -0.316 , 0.158  , -0.001 , -0.005 , 0.023  , -0.014 
1.57431 ,-3.29320, -0.964 , -0.330 , -0.354 , 3.882  , 1.802  , -1.285 , 0.144  , -0.002 , -0.003 , 0.031  , -0.014 
1.59535 ,-3.20531, -0.942 , -0.476 , -0.134 , 3.589  , 1.802  , -3.725 , 0.115  , -0.003 , -0.002 , 0.001  , -0.016 
1.60959 ,-3.20531, -0.942 , -0.427 , -0.500 , 3.398  , 1.802  , -5.228 , 0.093  , -0.003 , -0.001 , 0.011  , -0.017 
1.62464 ,-3.20531, -0.942 , -0.305 , -1.086 , 3.237  , 1.787  , -6.186 , 0.031  , -0.003 , 0.001  , -0.002 , -0.017 
1.63945 ,-2.83726, -0.942 , 0.305  , -1.648 , 3.149  , 1.787  , -6.444 , 0.052  , -0.005 , 0.006  , -0.011 , -0.013 
1.65464 ,-2.73838, -1.063 , 0.647  , -1.917 , 3.062  , 1.802  , -6.259 , 0.068  , -0.008 , 0.011  , -0.010 , -0.014 
1.66982 ,-2.56260, -1.085 , 0.696  , -1.819 , 3.047  , 1.802  , -5.707 , 0.083  , -0.011 , 0.016  , 0.002  , -0.014 
1.68474 ,-2.56260, -1.085 , 0.769  , -1.746 , 3.047  , 1.787  , -4.859 , 0.100  , -0.015 , 0.019  , 0.009  , -0.016 
1.69956 ,-2.39780, -1.085 , 0.500  , -1.672 , 3.047  , 1.802  , -4.088 , 0.158  , -0.017 , 0.022  , 0.010  , -0.018 
1.71446 ,-2.39780, -0.953 , -0.452 , -1.428 , 3.047  , 1.802  , -3.448 , 0.126  , -0.016 , 0.024  , 0.017  , -0.013 
1.73820 ,-2.29892, -0.854 , -0.598 , -0.818 , 3.047  , 1.787  , -2.722 , 0.085  , -0.014 , 0.023  , 0.021  , -0.012 
1.75122 ,-2.24949, -0.854 , -0.769 , -0.256 , 3.047  , 1.802  , -2.411 , 0.091  , -0.011 , 0.021  , 0.017  , -0.013 
1.76475 ,-2.24949, -0.821 , -0.378 , 0.256  , 3.047  , 1.802  , -2.020 , 0.085  , -0.008 , 0.016  , 0.017  , -0.013 
1.77969 ,-2.19455, -0.766 , 0.085  , 0.452  , 3.062  , 1.802  , -1.759 , 0.061  , -0.008 , 0.011  , 0.017  , -0.008 
1.79466 ,-2.17258, -0.766 , 0.061  , 0.525  , 3.047  , 1.787  , -1.509 , 0.036  , -0.009 , 0.006  , 0.019  , -0.017 
1.80964 ,-2.17258, -0.722 , 0.134  , 0.598  , 3.047  , 1.787  , -1.289 , 0.034  , -0.009 , 0.001  , 0.016  , -0.012 
1.82467 ,-2.16159, -0.722 , 0.110  , 0.769  , 3.047  , 1.787  , -1.061 , 0.008  , -0.010 , -0.003 , 0.015  , -0.012 
1.83951 ,-2.17258, -0.711 , 0.208  , 0.818  , 3.076  , 1.802  , -0.830 , 0.026  , -0.010 , -0.008 , 0.021  , -0.009 
1.85449 ,-2.17258, -0.684 , 0.354  , 0.769  , 3.091  , 1.802  , -0.518 , 0.007  , -0.011 , -0.011 , 0.021  , -0.009 
1.86969 ,-2.23301, -0.645 , 0.476  , 0.549  , 3.120  , 1.787  , -0.258 , 0.001  , -0.012 , -0.014 , 0.020  , -0.003 
1.88465 ,-2.23301, -0.629 , 0.549  , 0.378  , 3.105  , 1.802  , -0.131 , -0.001 , -0.014 , -0.015 , 0.018  , -0.002 
1.89946 ,-2.26047, -0.596 , 0.452  , 0.256  , 3.105  , 1.787  , -0.153 , 0.019  , -0.015 , -0.015 , 0.020  , -0.008 
1.91448 ,-2.26047, -0.585 , 0.378  , 0.281  , 3.120  , 1.787  , -0.095 , 0.008  , -0.015 , -0.015 , 0.021  , -0.010 
1.92978 ,-2.32090, -0.585 , 0.183  , 0.403  , 3.120  , 1.802  , -0.032 , 0.010  , -0.015 , -0.016 , 0.018  , -0.014 
1.94464 ,-2.32090, -0.569 , -0.012 , 0.452  , 3.120  , 1.787  , -0.020 , -0.032 , -0.014 , -0.016 , 0.018  , -0.011 
1.95946 ,-2.34836, -0.574 , -0.085 , 0.427  , 3.120  , 1.787  , -0.000 , -0.014 , -0.013 , -0.017 , 0.018  , -0.013 
1.97447 ,-2.36484, -0.574 , 0.037  , 0.354  , 3.120  , 1.787  , 0.001  , -0.028 , -0.011 , -0.017 , 0.014  , -0.011 
1.98973 ,-2.36484, -0.558 , 0.525  , 0.305  , 3.120  , 1.787  , -0.009 , 0.028  , -0.011 , -0.016 , 0.010  , -0.010 
2.00481 ,-2.37583, -0.558 , 0.940  , 0.305  , 3.120  , 1.787  , -0.004 , 0.028  , -0.013 , -0.016 , 0.013  , -0.008 
2.01970 ,-2.37583, -0.541 , 1.282  , 0.330  , 3.105  , 1.787  , -0.041 , 0.022  , -0.016 , -0.016 , 0.017  , -0.012 
2.03464 ,-2.45274, -0.541 , 1.331  , 0.354  , 3.120  , 1.802  , -0.053 , 0.022  , -0.019 , -0.015 , 0.018  , -0.009 
2.04963 ,-2.49119, -0.541 , 1.257  , 0.281  , 3.135  , 1.787  , -0.052 , 0.007  , -0.022 , -0.015 , 0.015  , -0.009 
2.06474 ,-2.55161, -0.541 , 1.306  , 0.061  , 3.120  , 1.787  , -0.062 , -0.015 , -0.024 , -0.014 , 0.017  , -0.010 
2.07975 ,-2.58457, -0.541 , 1.477  , 0.085  , 3.120  , 1.787  , -0.060 , -0.036 , -0.026 , -0.012 , 0.015  , -0.014 
2.09465 ,-2.59007, -0.541 , 1.624  , 0.110  , 3.120  , 1.787  , -0.055 , -0.030 , -0.028 , -0.011 , 0.016  , -0.015 
2.10964 ,-2.59007, -0.508 , 1.770  , 0.305  , 3.135  , 1.787  , -0.068 , 0.003  , -0.030 , -0.011 , 0.017  , -0.012 
2.12470 ,-2.61204, -0.420 , 1.746  , 0.720  , 3.120  , 1.787  , -0.087 , -0.023 , -0.032 , -0.011 , 0.016  , -0.011 
2.13978 ,-2.63401, -0.393 , 1.624  , 1.062  , 3.120  , 1.787  , -0.132 , -0.038 , -0.033 , -0.013 , 0.015  , -0.011 
2.15481 ,-2.61204, -0.371 , 1.599  , 1.477  , 3.120  , 1.787  , -0.172 , -0.062 , -0.034 , -0.016 , 0.012  , -0.009 
2.16976 ,-2.61204, -0.327 , 1.672  , 1.819  , 3.135  , 1.787  , -0.151 , -0.060 , -0.034 , -0.020 , 0.009  , -0.013 
2.18474 ,-2.59007, -0.305 , 1.721  , 1.965  , 3.120  , 1.787  , -0.175 , -0.030 , -0.035 , -0.024 , -0.008 , -0.016 
2.19954 ,-2.57908, -0.299 , 1.819  , 2.014  , 3.120  , 1.787  , -0.181 , -0.021 , -0.035 , -0.028 , -0.019 , -0.008 
2.21461 ,-2.56260, -0.283 , 1.843  , 2.087  , 3.135  , 1.787  , -0.147 , -0.017 , -0.036 , -0.031 , -0.028 , -0.016 
2.22978 ,-2.56260, -0.272 , 1.721  , 2.112  , 3.120  , 1.787  , -0.144 , -0.022 , -0.035 , -0.034 , -0.031 , -0.016 
2.24472 ,-2.47471, -0.272 , 1.868  , 2.210  , 3.135  , 1.787  , -0.170 , -0.016 , -0.035 , -0.037 , -0.035 , -0.016 
2.25951 ,-2.47471, -0.217 , 2.039  , 2.283  , 3.135  , 1.787  , -0.099 , -0.017 , -0.036 , -0.039 , -0.028 , -0.021 
2.27453 ,-2.37034, -0.190 , 2.161  , 2.283  , 3.120  , 1.787  , -0.123 , -0.007 , -0.036 , -0.041 , -0.028 , -0.025 
2.28976 ,-2.37034, -0.190 , 2.185  , 2.234  , 3.120  , 1.802  , -0.107 , -0.036 , -0.037 , -0.042 , -0.023 , -0.030 
2.30471 ,-2.37034, -0.085 , 2.014  , 2.405  , 3.135  , 1.787  , -0.085 , -0.062 , -0.037 , -0.043 , -0.026 , -0.032 
2.31954 ,-2.29343, -0.085 , 1.941  , 2.600  , 3.135  , 1.787  , -0.091 , -0.073 , -0.036 , -0.045 , -0.032 , -0.031 
2.33452 ,-2.29343, -0.063 , 1.990  , 2.771  , 3.135  , 1.772  , -0.088 , -0.181 , -0.035 , -0.046 , -0.032 , -0.042 
2.34979 ,-2.29343, -0.014 , 2.136  , 2.942  , 3.135  , 1.758  , -0.045 , -0.264 , -0.035 , -0.048 , -0.033 , -0.041 
2.36477 ,-2.21653, 0.003  , 2.258  , 2.918  , 3.135  , 1.743  , -0.038 , -0.316 , -0.035 , -0.050 , -0.032 , -0.045 
2.38014 ,-2.16709, 0.030  , 2.307  , 2.844  , 3.135  , 1.743  , -0.054 , -0.232 , -0.035 , -0.051 , -0.032 , -0.036 
2.39554 ,-2.12863, 0.074  , 2.283  , 2.795  , 3.135  , 1.743  , -0.021 , -0.165 , -0.035 , -0.051 , -0.037 , -0.039 
2.41885 ,-2.10666, 0.074  , 2.307  , 2.698  , 3.135  , 1.743  , -0.017 , -0.095 , -0.034 , -0.051 , -0.034 , -0.044 
2.43536 ,-2.08469, 0.140  , 2.332  , 2.502  , 3.135  , 1.743  , -0.017 , -0.103 , -0.034 , -0.049 , -0.033 , -0.043 
2.45023 ,-2.05722, 0.140  , 2.234  , 2.356  , 3.135  , 1.743  , 0.015  , -0.080 , -0.033 , -0.047 , -0.037 , -0.046 
2.46619 ,-2.05722, 0.151  , 2.161  , 2.136  , 3.135  , 1.743  , 0.012  , -0.091 , -0.032 , -0.045 , -0.041 , -0.047 
2.48129 ,-2.02426, 0.184  , 2.063  , 1.917  , 3.135  , 1.743  , 0.008  , -0.103 , -0.031 , -0.042 , -0.037 , -0.050 
2.49625 ,-1.98581, 0.184  , 1.990  , 1.819  , 3.135  , 1.758  , -0.014 , -0.107 , -0.029 , -0.038 , -0.033 , -0.049 
2.51130 ,-1.98581, 0.239  , 1.941  , 1.697  , 3.135  , 1.758  , 0.014  , -0.063 , -0.028 , -0.034 , -0.028 , -0.045 
2.52628 ,-1.94736, 0.250  , 1.892  , 1.526  , 3.135  , 1.743  , -0.004 , -0.045 , -0.026 , -0.030 , -0.023 , -0.041 
2.54124 ,-1.89242, 0.277  , 1.746  , 1.306  , 3.135  , 1.743  , 0.015  , -0.087 , -0.023 , -0.026 , -0.013 , -0.036 
2.55511 ,-1.83200, 0.277  , 1.697  , 1.086  , 3.120  , 1.743  , 0.011  , -0.094 , -0.021 , -0.021 , -0.001 , -0.030 
2.57124 ,-1.83200, 0.321  , 1.721  , 1.038  , 3.135  , 1.743  , 0.010  , -0.101 , -0.019 , -0.017 , 0.007  , -0.029 
2.58630 ,-1.78256, 0.321  , 1.721  , 1.111  , 3.135  , 1.758  , -0.002 , -0.078 , -0.017 , -0.013 , 0.008  , -0.024 
2.60038 ,-1.77157, 0.415  , 1.770  , 1.282  , 3.135  , 1.758  , 0.028  , -0.064 , -0.015 , -0.010 , 0.009  , -0.018 
2.61617 ,-1.75509, 0.415  , 1.819  , 1.550  , 3.120  , 1.758  , 0.018  , -0.073 , -0.014 , -0.008 , 0.012  , -0.019 
2.63111 ,-1.72213, 0.459  , 1.868  , 1.697  , 3.135  , 1.758  , 0.041  , -0.055 , -0.013 , -0.007 , 0.013  , -0.018 
2.64614 ,-1.71115, 0.459  , 1.892  , 1.843  , 3.135  , 1.743  , 0.061  , -0.075 , -0.012 , -0.007 , 0.013  , -0.019 
2.65998 ,-1.71115, 0.547  , 1.892  , 2.014  , 3.135  , 1.743  , 0.068  , -0.034 , -0.012 , -0.007 , 0.012  , -0.020 
2.67535 ,-1.67819, 0.547  , 1.843  , 2.063  , 3.135  , 1.758  , 0.069  , 0.010  , -0.011 , -0.008 , 0.016  , -0.015 
2.69114 ,-1.66171, 0.552  , 1.794  , 1.819  , 3.135  , 1.743  , 0.058  , -0.008 , -0.010 , -0.008 , 0.018  , -0.017 
